tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AutoPay,monthly_to_total,tenure_to_total
1,0,0,0,35.9,35.9,0,0,1.0,0.02785515320334262
16,1,0,2,80.75,1321.3,0,1,0.061114054340422316,0.012109286308938167
22,1,1,0,78.65,1663.75,0,0,0.04727272727272728,0.013223140495867768
49,1,0,2,61.75,3024.15,0,1,0.02041896069970074,0.0162028999884265
36,1,1,3,63.7,2188.5,0,1,0.02910669408270505,0.01644962302947224
42,1,0,1,99.45,4138.05,1,0,0.024033059049552326,0.010149708195889368
4,0,0,2,25.2,102.5,1,1,0.24585365853658536,0.03902439024390244
12,1,1,0,74.05,872.65,1,0,0.08485647166676216,0.01375121755572108
31,1,0,1,87.6,2724.25,0,0,0.03215563916674314,0.011379278700559787
5,1,0,1,89.15,413.25,0,0,0.21572897761645493,0.012099213551119177
66,1,2,3,20.0,1374.2,0,1,0.014553922282055013,0.04802794353078155
15,1,0,3,55.0,757.1,1,1,0.07264562145027077,0.01981244221371021
64,1,2,2,104.4,6692.65,0,1,0.015599202109777145,0.009562729262698633
10,1,0,3,20.05,218.5,0,1,0.09176201372997712,0.04576659038901602
7,1,0,1,89.75,608.8,1,0,0.14742115637319317,0.01149802890932983
29,0,0,1,34.3,1004.75,0,0,0.034137845235133114,0.02886290121920876
57,1,2,2,20.65,1125.6,0,1,0.018345771144278607,0.05063965884861408
46,1,0,0,84.25,3847.6,0,0,0.021896766815677305,0.011955504730221438
53,1,2,2,19.65,978.0,0,1,0.0200920245398773,0.0541922290388548
17,1,1,3,79.85,1387.35,0,1,0.05755577179514902,0.01225357696327531
38,1,2,0,20.2,746.05,0,0,0.027075933248441795,0.05093492393271229
15,1,1,0,19.8,304.6,0,0,0.06500328299409061,0.04924491135915955
22,0,0,1,50.35,1098.85,0,0,0.045820630659325665,0.02002093097329026
14,1,0,1,85.15,1139.2,1,0,0.07474543539325842,0.012289325842696628
57,1,1,2,74.6,4368.95,0,1,0.01707504091372069,0.013046613030590876
11,1,0,3,79.15,827.7,0,1,0.09562643469856229,0.013289839313761024
1,1,2,0,20.35,20.35,0,0,1.0,0.04914004914004914
12,1,2,2,21.05,262.05,0,1,0.08032818164472429,0.04579278763594734
3,1,0,1,94.6,279.55,1,0,0.3384010016097299,0.010731532820604543
36,1,0,1,94.7,3512.5,0,0,0.02696085409252669,0.010249110320284697
16,1,0,1,94.25,1483.25,1,0,0.06354289566829598,0.010787122872071465
65,1,1,3,72.45,4653.85,1,1,0.015567755729127495,0.013966930605842474
2,1,0,1,74.95,151.75,0,0,0.4939044481054366,0.013179571663920923
42,1,0,1,105.2,4400.75,1,0,0.02390501619042209,0.009543827756632392
72,1,2,2,111.95,8033.1,0,1,0.013936089429983443,0.008962915935317622
62,1,2,2,19.85,1253.65,0,1,0.01583376540501735,0.04945558967813983
6,1,0,1,89.75,552.65,0,0,0.16239934859314215,0.010856780964444044
48,1,2,0,20.05,1036.0,0,0,0.019353281853281855,0.04633204633204633
35,1,2,1,108.95,4025.5,0,0,0.027064960874425538,0.008694572102844368
52,1,1,3,19.65,928.4,0,1,0.021165445928479104,0.056010340370529946
1,0,0,0,24.9,24.9,0,0,1.0,0.040160642570281124
6,1,0,1,82.85,460.25,1,0,0.18001086366105376,0.013036393264530146
71,1,2,3,93.2,6506.15,0,1,0.014324907971688327,0.010912751781007202
67,1,1,2,84.8,5598.3,0,1,0.015147455477555685,0.011967918832502724
60,1,1,1,71.75,4374.55,0,0,0.01640168703066601,0.013715696471637081
23,0,0,2,30.35,678.75,0,1,0.0447145488029466,0.03388581952117864
39,0,1,2,54.85,2191.7,0,1,0.025026235342428253,0.01779440616872747
15,1,1,0,19.5,239.75,0,0,0.08133472367049009,0.06256517205422316
53,1,0,1,103.85,5485.5,1,0,0.018931729104001458,0.00966183574879227
24,1,2,0,24.2,609.05,0,0,0.03973401198587965,0.03940563172153354
37,1,0,1,19.35,683.75,0,0,0.028299817184643514,0.054113345521023766
5,1,0,1,83.6,404.2,1,0,0.20682830282038595,0.012370113805047007
50,1,1,1,100.65,5189.75,0,0,0.019393997784093647,0.00963437545161135
54,1,1,3,94.1,5060.9,0,1,0.0185935307949179,0.010670038925882749
3,1,0,1,74.55,233.65,0,0,0.3190669805264284,0.012839717526214423
68,1,1,1,108.45,7176.55,1,0,0.015111718026071023,0.00947530498637925
5,1,0,1,56.15,291.45,0,0,0.1926574026419626,0.0171556013038257
33,1,2,0,20.35,689.75,0,0,0.029503443276549475,0.04784342152953969
41,1,1,1,80.55,3263.9,0,0,0.024679064922332176,0.012561659364563865
34,0,1,0,61.25,1993.2,0,0,0.03072948023279149,0.01705799719044752
13,1,0,0,20.45,254.5,0,0,0.08035363457760314,0.05108055009823183
20,1,0,3,18.9,347.65,0,1,0.0543650222925356,0.05752912411908529
51,1,2,3,19.6,967.9,0,1,0.02025002582911458,0.05269139373902263
3,1,0,3,91.5,242.95,1,1,0.3766207038485285,0.01234821979831241
41,1,0,2,45.2,1841.9,0,1,0.024539877300613498,0.02225962321515826
13,1,0,3,19.45,232.1,0,1,0.08380008616975441,0.056010340370529946
35,1,2,2,25.45,809.25,0,1,0.031448872412727834,0.04324992276799506
12,1,0,2,80.85,866.45,1,1,0.09331178948583299,0.0138496162502164
4,1,0,0,94.9,360.55,0,0,0.2632089862709749,0.01109416169740674
43,0,0,2,49.05,2076.2,1,1,0.023624891628937484,0.02071091417011849
12,0,0,0,29.3,355.9,0,0,0.08232649620679967,0.0337173363304299
68,1,0,1,105.3,7299.65,1,0,0.014425349160576192,0.009315515127437618
25,1,0,1,88.95,2291.2,1,0,0.03882245111731844,0.010911312849162013
7,1,1,0,20.25,129.15,0,0,0.156794425087108,0.05420054200542005
66,1,1,1,110.85,7491.75,1,0,0.014796275903493843,0.008809690659725698
53,1,1,1,110.5,5835.5,0,0,0.018935823836860596,0.009082340844829064
63,1,0,2,109.4,7031.45,0,1,0.015558668553427815,0.008959745145026987
70,1,2,2,114.2,7723.9,1,1,0.014785276867903522,0.00906277916596538
27,0,0,2,36.5,1032.0,1,1,0.035368217054263566,0.02616279069767442
1,1,0,0,70.75,70.75,1,0,1.0,0.014134275618374558
5,1,0,0,19.95,109.6,0,0,0.18202554744525548,0.04562043795620438
37,1,1,0,19.6,727.8,0,0,0.02693047540533114,0.05083814234679857
3,0,0,0,40.15,130.75,1,0,0.30707456978967496,0.022944550669216062
12,1,0,1,76.6,893.0,0,0,0.08577827547592384,0.013437849944008958
38,1,1,3,19.6,763.1,0,1,0.02568470711571223,0.049796881142707375
9,1,0,3,85.3,781.4,0,1,0.10916304069618633,0.011517788584591758
13,1,0,1,65.85,902.25,0,0,0.07298420615128844,0.014408423385979495
29,1,0,1,94.45,2653.65,1,0,0.03559248582141578,0.010928343979047727
47,1,2,3,20.05,1016.7,0,1,0.01972066489623291,0.04622799252483525
61,1,0,2,99.4,5943.65,0,1,0.01672373036770335,0.010263053847383342
16,1,0,0,20.0,275.7,0,0,0.07254261878853827,0.05803409503083062
41,1,2,1,78.45,3126.45,0,0,0.025092357146284126,0.013113915143373475
43,1,2,1,25.1,1070.15,0,0,0.023454655889361305,0.0401812829977106
36,1,0,2,97.35,3457.9,1,1,0.02815292518580641,0.01041094305792533
6,1,0,1,55.0,340.4,0,0,0.16157461809635723,0.01762632197414806
58,1,1,3,71.1,4299.2,0,1,0.01653796055080015,0.01349088202456271
19,1,0,3,61.55,1093.2,0,1,0.05630259787778997,0.017380168313208925
11,1,0,2,45.9,521.9,0,1,0.08794788273615635,0.02107683464265185
39,0,1,2,40.3,1630.4,0,1,0.024717860647693813,0.023920510304219822
8,1,0,1,87.1,713.6,0,0,0.12205717488789236,0.011210762331838564
26,1,0,0,49.5,1265.65,0,0,0.039110338561213605,0.02054280409275866
53,1,0,3,73.8,4003.85,0,1,0.018432258950759894,0.0132372591380796
70,1,2,0,19.2,1401.4,0,0,0.013700585129156556,0.049950049950049945
1,0,0,0,45.3,45.3,1,0,1.0,0.02207505518763797
59,1,2,0,25.0,1510.5,0,0,0.0165508109897385,0.039059913935782856
2,1,0,1,94.95,178.1,1,0,0.5331274564851207,0.011229646266142616
7,0,1,0,35.3,264.8,0,0,0.13330815709969787,0.026435045317220542
12,1,0,1,44.55,480.6,1,0,0.09269662921348314,0.024968789013732832
59,1,1,3,76.75,4541.9,0,1,0.016898214403663667,0.012990158303793568
61,1,2,2,81.0,4976.15,0,1,0.01627764436361444,0.012258472915808408
72,1,2,2,105.55,7542.25,0,1,0.013994497663164174,0.009546222944081674
13,1,0,0,18.8,251.25,0,0,0.07482587064676617,0.051741293532338306
64,1,1,0,24.9,1595.5,0,0,0.015606392980256971,0.04011281729865246
1,0,0,1,23.45,23.45,1,0,1.0,0.042643923240938165
10,1,1,0,64.9,685.55,0,0,0.09466851433155862,0.014586828094230911
65,1,1,2,61.35,3874.1,0,1,0.015835936088381818,0.01677809039518856
62,1,2,0,113.95,6891.4,0,0,0.016535101720985577,0.008996720550251037
55,1,1,1,90.15,4916.95,0,0,0.01833453665381995,0.011185796072768688
25,1,0,1,54.1,1373.0,0,0,0.039402767662053896,0.01820830298616169
1,0,0,0,29.7,29.7,1,0,1.0,0.03367003367003367
1,1,0,3,49.8,49.8,0,1,1.0,0.020080321285140562
59,1,0,1,101.1,6039.9,1,0,0.01673868772661799,0.009768373648570342
64,1,2,2,24.4,1548.65,0,1,0.015755658153875956,0.04132631646918283
36,1,0,2,95.0,3440.25,0,1,0.027614272218588764,0.010464355788096796
3,1,0,0,50.65,151.3,1,0,0.33476536682088565,0.01982815598149372
61,1,2,0,69.9,4226.7,0,0,0.01653772446589538,0.014432062838621147
26,0,1,2,39.95,1023.75,0,1,0.03902319902319903,0.025396825396825397
1,1,0,1,55.4,55.4,1,0,1.0,0.018050541516245487
1,1,0,1,90.6,90.6,1,0,1.0,0.011037527593818985
68,1,2,3,103.25,7074.4,0,1,0.014594877304082326,0.00961212258283388
2,1,0,0,86.85,156.35,1,0,0.5554844899264471,0.012791813239526703
72,1,2,2,94.25,6849.75,0,1,0.013759626263732254,0.01051133253038432
71,0,2,1,47.05,3263.6,0,0,0.014416595170976834,0.021755117048657926
57,1,2,3,20.55,1252.85,0,1,0.016402602067286588,0.045496268507802216
4,1,0,0,19.65,67.55,0,0,0.2908956328645448,0.059215396002960774
1,1,0,1,70.2,70.2,0,0,1.0,0.014245014245014245
72,1,2,3,81.0,5750.0,0,1,0.01408695652173913,0.012521739130434783
21,1,1,2,75.9,1549.75,0,1,0.04897564123245685,0.013550572673011777
71,1,2,2,24.7,1810.55,0,1,0.013642263400624119,0.03921460329734059
29,1,0,2,99.05,2952.85,1,1,0.03354386440218772,0.009821020370150872
69,1,2,3,110.25,7467.55,0,1,0.014763878380459455,0.00923997830613789
64,1,2,3,85.0,5484.4,0,1,0.015498504850120342,0.011669462475384728
16,1,0,3,19.75,294.9,0,1,0.0669718548660563,0.05425567989148864
4,1,1,1,23.9,97.5,0,0,0.2451282051282051,0.041025641025641026
52,1,1,3,111.25,5916.45,1,1,0.018803505480482385,0.008789054247056935
2,1,0,0,55.1,113.35,1,0,0.48610498456109397,0.0176444640494045
1,1,0,0,19.95,19.95,0,0,1.0,0.050125313283208024
18,0,0,0,25.15,476.8,0,0,0.05274748322147651,0.037751677852348994
2,1,0,0,54.15,101.65,0,0,0.5327102803738317,0.01967535661583866
19,1,0,0,59.8,1130.85,0,0,0.05288057655745678,0.01680152097979396
40,1,0,2,83.85,3532.25,0,1,0.02373841036166749,0.011324226767641022
66,1,1,1,104.9,6891.45,0,0,0.01522176029717984,0.009577084648368631
21,1,0,0,75.3,1570.7,0,0,0.04794040873495893,0.013369835105367033
8,1,0,1,66.65,520.95,0,0,0.1279393415874844,0.01535656013053076
72,1,2,3,109.5,7854.9,0,1,0.013940342970629798,0.009166252912194936
48,1,1,2,73.85,3581.4,0,1,0.020620427765678226,0.013402579996649355
69,1,2,2,19.3,1447.9,0,1,0.013329649837695972,0.04765522480834312
72,1,2,1,118.2,8547.15,0,0,0.013829171127217845,0.008423860585107317
14,1,1,3,51.45,727.85,0,1,0.070687641684413,0.019234732431132787
6,1,0,1,59.45,357.6,0,0,0.16624720357941833,0.016778523489932886
8,1,2,2,19.5,159.35,0,1,0.12237213680577345,0.05020395356134296
17,1,1,0,19.55,280.85,0,0,0.06961011215951575,0.06053053231262239
65,1,1,1,93.55,6069.25,0,0,0.015413766116076946,0.010709725254355975
57,1,1,0,59.3,3274.35,0,0,0.018110464672377723,0.017408035182555317
13,1,0,3,102.25,1359.0,1,1,0.07523914643119942,0.009565857247976454
19,1,0,3,95.9,1777.9,1,1,0.05394004162213848,0.010686765284886664
56,1,1,2,109.8,6109.65,0,1,0.017971569566178097,0.009165827829744748
14,1,0,1,78.1,1122.4,0,0,0.06958303635067711,0.01247327156094084
52,0,0,1,39.9,2020.9,0,0,0.019743678559057842,0.02573110990152902
58,1,2,3,64.9,3795.45,0,1,0.017099421675954105,0.015281455426892727
47,1,0,1,95.05,4504.55,1,0,0.0211008868810425,0.010433894617664361
67,0,0,3,53.4,3579.15,0,1,0.014919743514521603,0.018719528379643212
2,0,0,3,24.9,49.7,0,1,0.5010060362173038,0.04024144869215292
6,1,0,3,44.7,276.5,0,1,0.16166365280289333,0.0216998191681736
71,1,2,2,114.0,8175.9,0,1,0.013943419073129565,0.008684059247299992
46,1,2,2,20.25,890.35,0,1,0.022743864772280565,0.05166507553209412
5,1,0,3,53.85,259.8,1,1,0.20727482678983833,0.01924557351809084
67,1,0,2,83.85,5588.8,0,1,0.015003220727168622,0.01198826223876324
3,1,0,2,20.2,50.6,0,1,0.3992094861660079,0.05928853754940711
3,1,0,0,19.95,58.0,0,0,0.3439655172413793,0.05172413793103448
52,1,0,1,104.2,5568.35,1,0,0.018712904181669616,0.009338493449585603
42,1,0,1,50.25,2203.65,1,0,0.022803076713634195,0.019059287999455447
50,1,1,0,20.35,938.95,0,0,0.021673145534906013,0.0532509718302359
23,1,0,1,90.0,2024.1,0,0,0.0444642063139173,0.011363074946889977
67,0,2,3,54.2,3623.95,0,1,0.014956056236978989,0.01848811379847956
25,1,0,1,99.5,2369.05,1,0,0.041999957788987144,0.010552753213313353
39,1,1,0,99.1,3877.95,0,0,0.025554738972910943,0.010056859938885237
69,1,2,0,66.9,4577.9,0,0,0.014613687498634748,0.015072413115183819
1,0,1,0,25.85,25.85,0,0,1.0,0.03868471953578336
32,1,0,1,91.05,2871.5,0,0,0.03170816646352081,0.011144001393000175
9,1,0,1,71.0,672.55,1,0,0.10556835922979704,0.013381904691101034
16,1,0,3,93.2,1573.7,1,1,0.05922348605197941,0.01016712206900934
60,1,2,2,20.95,1270.55,0,1,0.016488922120341584,0.04722364330408091
72,1,2,2,109.2,7711.45,0,1,0.014160760946384921,0.009336765459154893
5,1,0,0,19.35,126.05,1,0,0.15351051170170568,0.039666798889329634
26,1,0,3,85.8,2193.65,0,1,0.039112894035055724,0.011852392131835069
3,1,0,0,19.85,64.55,1,0,0.30751355538342373,0.046475600309837335
2,1,0,1,19.65,31.2,0,0,0.6298076923076923,0.06410256410256411
2,1,1,2,20.5,38.25,0,1,0.5359477124183006,0.05228758169934641
36,1,1,3,89.65,3348.1,0,1,0.026776380633792302,0.010752367014127415
7,1,0,0,74.35,533.6,0,0,0.13933658170914542,0.013118440779610194
60,0,2,3,49.45,2907.55,0,1,0.017007446131622844,0.020635930594486766
19,1,0,1,89.1,1620.8,0,0,0.05497285291214215,0.011722606120434353
45,1,2,3,75.15,3480.35,0,1,0.02159265591104343,0.01292973407846912
4,1,0,1,70.65,293.85,0,0,0.24042879019908117,0.013612387272417899
31,1,0,1,104.2,3243.45,1,0,0.03212628528264657,0.009557724028426522
47,1,0,1,90.05,4137.2,0,0,0.021765928647394375,0.011360340326791066
1,1,0,1,79.25,79.25,1,0,1.0,0.012618296529968454
1,1,0,2,44.9,44.9,1,1,1.0,0.022271714922048998
1,1,0,3,19.4,19.4,0,1,1.0,0.051546391752577324
59,1,0,3,88.75,5348.65,0,1,0.01659297205836987,0.011030820861338842
10,1,0,1,70.1,659.65,1,0,0.10626847570681422,0.015159554309103313
35,1,0,3,91.0,3180.5,0,1,0.028611853482156894,0.011004559031598806
4,0,0,1,29.65,118.5,1,0,0.250210970464135,0.03375527426160337
32,1,1,1,90.8,3023.85,0,0,0.03002794450782942,0.010582535509367198
43,1,0,1,77.85,3365.85,1,0,0.023129372966709746,0.012775376205119064
4,1,0,1,54.3,195.3,1,0,0.27803379416282636,0.02048131080389145
54,1,2,0,18.95,1031.1,0,0,0.018378430802056058,0.05237125400058191
11,1,0,2,95.15,997.65,1,1,0.09537412920362853,0.011025910890592893
66,1,2,2,102.4,6471.85,0,1,0.01582236918346377,0.010198011387779383
61,1,1,1,99.9,6241.35,0,0,0.016006152515080873,0.00977352656076009
72,1,2,3,88.7,6501.35,0,1,0.013643320233489967,0.011074622962923084
44,0,1,1,54.3,2317.1,0,0,0.023434465495662683,0.01898925380864011
41,1,0,2,55.7,2237.55,0,1,0.024893298473777123,0.0183236128801591
50,1,1,1,103.95,5231.3,0,0,0.01987077781813316,0.009557853688375738
47,1,1,3,110.85,5275.8,1,1,0.021011031502331398,0.008908601539103073
8,1,2,0,20.15,165.5,0,0,0.12175226586102718,0.04833836858006042
18,1,0,0,20.05,358.5,0,0,0.055927475592747564,0.0502092050209205
72,1,2,3,91.95,6614.9,0,1,0.01390043689247003,0.01088451828447898
1,1,0,1,80.5,80.5,1,0,1.0,0.012422360248447204
42,1,0,1,55.65,2421.75,0,0,0.022979250541963456,0.01734283059770827
18,1,0,1,74.7,1294.6,0,0,0.05770122045419435,0.013903908543179362
13,1,1,3,104.15,1299.1,0,1,0.08017088753752599,0.010006927873142946
68,1,1,2,83.65,5733.4,0,1,0.014589946628527577,0.01186032720549761
4,1,0,2,72.2,305.55,1,1,0.2362952053673703,0.013091147111765669
69,1,2,3,110.05,7430.75,0,1,0.014810079736231201,0.00928573831712815
17,1,0,0,51.5,900.5,1,0,0.05719044975013881,0.018878400888395337
25,1,2,3,25.5,630.6,0,1,0.040437678401522355,0.03964478274659055
43,1,0,0,89.55,3856.75,1,0,0.023219031568030075,0.011149283723342193
59,1,2,3,19.5,1222.65,0,1,0.01594896331738437,0.04825583772952194
5,1,0,1,80.7,374.8,0,0,0.21531483457844183,0.013340448239060831
21,1,1,0,77.5,1625.0,1,0,0.047692307692307694,0.012923076923076923
69,1,1,3,105.1,7234.8,0,1,0.014527008348537623,0.009537236689334882
13,0,0,2,25.15,331.85,0,1,0.07578725327708301,0.03917432574958565
42,1,0,2,95.25,3959.35,1,1,0.024056979049591472,0.010607801785646635
52,1,0,3,95.65,5088.4,0,1,0.018797657416869746,0.010219322380316014
46,1,0,1,85.0,3969.4,1,0,0.02141381569002872,0.01158865319695672
61,1,2,2,80.8,4860.85,0,1,0.01662260715718444,0.012549245502329838
29,0,1,0,24.85,788.05,0,0,0.03153353213628577,0.03679969545079627
25,1,1,3,54.75,1266.35,0,1,0.043234492833734754,0.019741777549650574
5,1,0,1,85.75,470.95,1,0,0.1820787769402272,0.010616838305552607
15,0,1,1,50.75,688.2,0,0,0.07374309793664632,0.02179598953792502
19,1,2,0,20.15,387.7,0,0,0.051973175135413975,0.049006964147536754
44,1,2,0,20.05,845.25,0,0,0.023720792664892045,0.05205560485063591
6,1,0,1,98.25,560.6,1,0,0.17525865144488048,0.010702818408847663
58,1,2,3,71.6,4230.25,0,1,0.016925713610306717,0.013710773594941198
62,1,1,3,81.45,4983.05,0,1,0.016345410943097098,0.012442178986765133
70,0,1,2,58.4,4113.15,0,1,0.014198363784447443,0.01701858672793358
1,0,0,0,25.7,25.7,1,0,1.0,0.038910505836575876
10,0,2,3,53.7,521.0,0,1,0.10307101727447217,0.019193857965451054
26,1,1,2,19.6,471.85,0,1,0.04153862456289075,0.05510225707322242
66,1,0,3,89.4,5976.9,0,1,0.014957586708828994,0.011042513677658988
7,1,0,1,69.0,506.9,1,0,0.13612152298283686,0.01380942986782403
51,1,1,2,84.2,4299.75,0,1,0.019582533868248153,0.011861154718297575
72,1,2,3,106.1,7548.6,0,1,0.014055586466364622,0.009538192512518877
65,1,2,0,25.75,1654.75,0,0,0.015561263030669285,0.03928085813567004
2,1,0,2,46.05,80.35,1,1,0.5731176104542626,0.024891101431238336
70,1,1,2,64.95,4551.5,0,1,0.014270020872239922,0.015379545204877512
72,1,2,3,85.45,6227.5,0,1,0.0137213970293055,0.011561621838619028
1,1,0,0,20.05,20.05,0,0,1.0,0.04987531172069825
1,1,0,0,76.4,76.4,1,0,1.0,0.013089005235602092
5,1,0,1,100.5,514.0,1,0,0.19552529182879377,0.009727626459143969
3,1,0,0,20.7,57.5,0,0,0.36,0.05217391304347826
58,1,2,3,25.3,1474.35,0,1,0.017160104452809716,0.03933936989181674
22,0,0,0,40.05,880.2,1,0,0.04550102249488752,0.02499431947284708
33,1,0,2,100.6,3270.25,0,1,0.030762174145707512,0.010090971638253956
1,1,0,1,69.95,69.95,1,0,1.0,0.014295925661186561
54,1,0,2,74.0,3919.15,0,1,0.01888164525471084,0.013778497888572777
72,1,2,1,99.4,7285.7,0,0,0.013643164006203934,0.009882372318377096
1,1,0,1,93.3,93.3,1,0,1.0,0.010718113612004287
3,1,0,1,49.15,169.05,1,0,0.2907423839100857,0.01774622892635315
72,1,2,3,107.45,7658.3,0,1,0.014030528968570048,0.00940156431584033
72,1,2,3,83.6,5959.3,0,1,0.01402849327941201,0.012081955934421828
54,1,0,3,99.05,5295.7,0,1,0.018703854070283438,0.010196952244273656
59,1,1,1,80.1,4693.2,0,0,0.01706724622858604,0.012571379868746272
54,1,2,2,65.3,3512.9,0,1,0.0185886304762447,0.015371914942070653
60,1,2,1,89.55,5231.2,0,0,0.017118443187031655,0.01146964367640312
60,0,2,3,60.8,3603.45,0,1,0.016872719199655887,0.01665070973650252
3,1,0,1,74.5,217.45,0,0,0.3426074959760865,0.013796275005748449
69,1,2,2,99.15,6875.35,0,1,0.014421084017540926,0.010035852720225152
1,1,0,1,19.25,19.25,0,0,1.0,0.05194805194805195
50,0,0,3,39.45,2021.35,0,1,0.01951665965814926,0.024735943799935687
56,0,0,3,44.85,2564.95,0,1,0.017485720969219673,0.021832784264800485
60,1,2,1,97.2,5611.75,0,0,0.01732080010691852,0.010691851917850938
69,1,1,0,110.55,7610.1,0,0,0.014526747348917884,0.00906689793826625
1,0,0,0,35.05,35.05,1,0,1.0,0.028530670470756064
1,1,0,1,73.0,73.0,1,0,1.0,0.0136986301369863
3,1,0,0,19.9,45.75,0,0,0.4349726775956284,0.06557377049180328
60,1,2,2,76.95,4543.95,0,1,0.016934605354372297,0.013204370646684054
13,0,2,0,35.4,450.4,0,0,0.07859680284191829,0.028863232682060393
62,1,2,2,20.45,1297.35,0,1,0.015762901298801403,0.04778972520908005
45,1,1,2,96.75,4442.75,0,1,0.021777052501266107,0.010128861628495864
25,0,1,1,54.2,1423.15,0,0,0.038084530794364614,0.017566665495555633
44,1,2,2,100.1,4378.35,0,1,0.022862493861842928,0.01004944785135953
2,1,0,0,45.25,74.2,0,0,0.6098382749326146,0.026954177897574122
33,1,0,3,83.85,2716.3,1,1,0.030869197069543126,0.012148878989802304
1,1,0,1,70.1,70.1,1,0,1.0,0.014265335235378032
22,1,1,2,20.85,450.65,0,1,0.04626650393875514,0.04881837346055697
35,0,0,0,33.45,1175.85,0,0,0.028447506059446362,0.029765701407492455
29,1,2,0,20.2,558.8,0,0,0.03614889047959914,0.05189692197566214
27,1,1,1,85.9,2220.1,0,0,0.03869195081302645,0.01216161434169632
54,1,1,1,61.0,3283.05,0,0,0.01858028357777067,0.016448119888518298
2,1,0,1,70.65,142.35,1,0,0.4963119072708114,0.014049877063575694
57,1,1,1,86.9,4939.25,0,0,0.01759376423546085,0.011540213595181455
62,1,2,2,69.4,4237.5,0,1,0.016377581120943955,0.01463126843657817
15,1,1,3,20.35,335.95,0,1,0.06057449025152553,0.04464950141390088
2,1,0,0,20.35,33.2,1,0,0.6129518072289156,0.06024096385542168
70,1,2,2,104.3,7188.5,0,1,0.014509285664603185,0.009737775613827642
21,1,0,1,44.95,926.25,0,0,0.04852901484480432,0.022672064777327937
23,1,1,1,49.45,1119.35,0,0,0.04417742439808818,0.020547639254924734
6,1,1,0,20.6,116.6,0,0,0.17667238421955406,0.051457975986277875
4,1,2,3,19.55,68.8,0,1,0.28415697674418605,0.05813953488372093
3,1,0,3,99.0,287.4,1,1,0.3444676409185804,0.010438413361169104
23,1,0,1,93.5,2341.55,0,0,0.039930815058401486,0.009822553436826033
26,0,1,3,54.55,1362.85,0,1,0.04002641523278424,0.019077668121950327
8,1,0,0,20.05,163.6,0,0,0.12255501222493888,0.0488997555012225
26,1,0,1,83.95,2254.2,1,0,0.03724159346996718,0.011534025374855825
2,1,0,1,79.45,145.15,0,0,0.5473647950396142,0.013778849466069583
67,1,2,3,116.2,7752.3,1,1,0.01498910000902958,0.008642596390748552
71,1,2,2,93.7,6585.35,1,1,0.014228552772441859,0.010781507436962347
59,1,1,3,79.85,4786.1,0,1,0.016683729968032426,0.012327364660161717
39,1,1,1,100.0,3835.55,0,0,0.02607188017363872,0.0101680332677191
21,1,2,0,19.6,397.0,0,0,0.049370277078085646,0.05289672544080604
1,1,0,0,19.7,19.7,1,0,1.0,0.050761421319796954
48,1,2,2,20.2,1027.25,0,1,0.019664151861766854,0.04672669749330737
31,0,1,3,50.4,1580.1,0,1,0.03189671539775964,0.019619011454971205
64,1,1,1,113.35,7222.75,0,0,0.015693468554221036,0.00886089093489322
46,1,0,2,80.0,3769.7,0,1,0.02122184789240523,0.012202562538133009
52,1,2,2,80.95,4233.95,0,1,0.019119262154725494,0.012281675503962022
67,1,2,0,24.9,1680.25,0,0,0.014819223329861627,0.03987501859842285
67,1,0,1,54.9,3725.5,0,0,0.014736277009797343,0.017984163199570528
5,1,0,1,75.55,413.65,1,0,0.1826423304726218,0.012087513598452799
71,1,2,1,109.25,7707.7,0,0,0.014174137550760928,0.009211567653126095
9,1,0,2,77.65,714.15,1,1,0.1087306588251768,0.012602394454946441
26,1,0,1,95.0,2497.2,1,0,0.038042607720647124,0.010411661060387635
71,1,1,2,116.3,8309.55,0,1,0.013995944425390065,0.008544385676721363
32,1,0,2,19.9,601.55,0,1,0.03308120688222093,0.053195910564375365
2,1,0,1,70.35,139.25,0,0,0.5052064631956912,0.01436265709156194
71,1,2,3,25.6,1888.25,0,1,0.01355752681053886,0.03760095326360387
60,0,1,1,44.45,2773.9,0,0,0.016024370020548687,0.021630195753271568
55,1,1,1,100.15,5409.75,0,0,0.018512870280512038,0.010166828411664126
54,1,1,3,105.4,5643.4,1,1,0.01867668426834887,0.009568699720026936
2,1,0,1,95.85,197.7,1,0,0.48482549317147194,0.010116337885685382
6,1,0,0,73.85,401.3,0,0,0.18402691253426362,0.014951407924246199
48,1,2,3,70.1,3238.4,0,1,0.021646492094861657,0.014822134387351778
63,1,2,0,25.25,1573.05,0,0,0.016051619465369822,0.040049585200724706
1,1,0,1,79.15,79.15,1,0,1.0,0.012634238787113075
12,1,0,3,21.05,235.8,0,1,0.08927056827820186,0.05089058524173028
54,0,0,2,24.95,1364.75,0,1,0.018281736581791535,0.03956768638944862
30,1,1,1,64.5,1985.15,0,0,0.03249124751278241,0.015112208145480189
30,1,0,2,19.65,655.85,1,1,0.02996111915834413,0.045742166653960505
4,1,0,1,79.0,303.15,1,0,0.26059706415965694,0.013194788058716808
40,1,1,3,105.95,4335.2,0,1,0.02443947222734822,0.009226794611551948
9,1,0,1,75.85,647.5,0,0,0.11714285714285713,0.013899613899613899
17,1,0,1,91.85,1574.45,1,0,0.05833783225888405,0.010797421321731398
